block_id,cluster_id
blk_8561332122820208519,8
blk_-8393060055740236791,2
blk_-5861348317118763621,2
blk_5174461779237739025,6
blk_1463530401988623658,7
blk_-8377763431920892140,6
blk_-1728983474612515818,7
blk_8007544297333060851,7
blk_6238543795209416553,2
blk_4599950495841528213,7
blk_-8524952715666214329,6
blk_-5882295985950637419,2
blk_-1485109068671160157,6
blk_3586596428873150919,6
blk_-7815259387557421424,7
blk_3358274959811806117,7
blk_-5927343391895571936,2
blk_8907528844412790999,7
blk_5262186175243998904,1
blk_-1704027189958470814,2
blk_-337665304078248571,7
blk_-2023442822091562967,2
blk_1779145401405339993,2
blk_7705518309270121951,2
blk_-9120005470237070778,1
blk_3849239820458663566,2
blk_-1657856234642335063,7
blk_6490003020931145707,6
blk_6048652012880073760,1
blk_5648034804629064273,6
blk_5912213716795619450,1
blk_-5534560875087182998,6
blk_3376391218693716925,8
blk_2691304991047255190,1
blk_8708862520108736953,8
blk_-5718873743060788176,2
blk_-2989288139685694818,7
blk_6245594177708848366,7
blk_4433676399725693167,6
blk_-5644397018622018109,6
blk_-6986311820863339652,6
blk_207875475387433291,2
blk_-7115635482536854135,2
blk_-1956140031907143783,6
blk_7534378757788640871,6
blk_8196657927516481490,8
blk_-5029807829679779067,7
blk_-3657751236932275338,7
blk_1594026090263820445,2
blk_3894335463008345041,-1
blk_-6299730951392868297,2
blk_157913239647511296,1
blk_-6454539193224916125,1
blk_-3575568207121859434,2
blk_-4325209272072286951,1
blk_-5739126205963920408,2
blk_-9056865861421808370,1
blk_-6934248664959947757,1
blk_-2082401934988378573,6
blk_7627900514276120558,1
blk_-1250775350296476256,1
blk_2389216938154332862,1
blk_7430820184211246929,2
blk_-608202790716579401,3
blk_-1335063409877429524,3
blk_-5236655516146555545,7
blk_2262752117989012641,0
blk_-4181768899028058192,0
blk_-7990763409688650846,-1
blk_-2656323385657954732,7
blk_8711213005689112399,7
blk_-3696162841836791939,7
blk_-8915491531889006304,7
blk_-657087263710195616,7
blk_-1125621902344947014,7
blk_481857539063371482,0
blk_1200136320542454615,7
blk_-8083036675630459841,0
blk_-1508527605812345693,0
blk_3905759687686730625,7
blk_342378162324355732,7
blk_-8674089929114017279,7
blk_-3140031507252212554,0
blk_-309134958179110212,7
blk_-3134225108208373949,7
blk_-8887373200836701910,5
blk_-1162676743264290624,5
blk_-5513640508500780385,5
blk_-7767902948513849386,3
blk_-5382946262718129284,3
blk_5668137923110942035,3
blk_7197514030988119866,3
blk_-5362598472846558076,5
blk_-4269939382058952254,5
blk_-6978845808078082463,3
blk_-1071115021179995772,5
blk_7336636250384047238,3
blk_8493856762887493521,5
blk_1043487525777829194,3
blk_-3225035678192156905,3
blk_5572208681898881669,3
blk_-2225353020301959077,3
blk_3946183108430554053,3
blk_-3681974396824196300,5
blk_2736251498135196075,3
blk_1275198635723397883,5
blk_3428998332517532825,3
blk_-7106479503467535906,4
blk_-7411858598798393933,4
blk_-5429479049793046826,4
blk_-6431101765137189231,4
blk_-2923662094689783995,4
blk_-664656559337730574,7
blk_3224393364314749254,6
blk_1483582953997932733,4
blk_-3607708283707030582,4
blk_4365203784873840210,4
blk_1920931690498309324,4
blk_2731746367139956284,4
blk_3312198496468502316,4
blk_-626413149556394155,4
blk_1350741653957819140,4
blk_6675564098604634452,4
blk_1692958087244489888,4
blk_5528471097481810388,-1
blk_797263375273454863,4
blk_5209577451013188921,4
blk_4713539908695785630,4
blk_6148201552996212693,4
blk_9014154925388243050,4
blk_8761138012128091849,4
blk_-4071286774767564790,6
blk_2866275036574950116,7
blk_-6811519872198278365,6
blk_6748710057489679257,2
blk_1833093108290599780,2
blk_9163807899833139121,2
blk_3941798034503185737,7
blk_6894918622505820383,6
blk_6491424745418112176,-1
blk_-17685631368401548,8
blk_8924207394547472950,8
blk_-4526931594457272384,7
blk_5390763359901143305,2
blk_-11867600358649678,7
blk_2430417102497887445,2
blk_-747046374856916711,2
blk_5062112794659861146,6
blk_-116589515245909549,7
blk_4628975089896927394,1
blk_-764747190320632607,7
blk_-8015797075596093783,6
blk_-1675768179383804109,2
blk_1155029843511109085,1
blk_9060964400089016309,2
blk_-1417908110808566576,2
blk_-7483426835701512490,1
blk_-3752135158991310104,7
blk_-8649503431827393598,7
blk_-6883339133893273874,1
blk_3695169334833427187,1
blk_6055109613223910610,1
blk_-1868325377308234190,7
blk_-6338549285508312302,2
blk_-900758580041645081,2
blk_1756478622414930264,2
blk_-6555060221133060529,2
blk_9076677650086747187,7
blk_-4165562468976768862,1
blk_-3295982945091621137,1
blk_-7637577152926063076,2
blk_3181161977343808286,7
blk_6807535563873595117,7
blk_7513976340045981966,7
blk_-749176535135404637,8
blk_-7909610753867924116,2
blk_-7247291679155656679,6
blk_-6369730481066968769,1
blk_7780461223860192433,7
blk_2084123600915946046,8
blk_92273823183917102,7
blk_-1141332313413855099,6
blk_3016571528120363023,7
blk_-7678242108759603056,7
blk_-7526023914950151999,7
blk_-6380328072112550668,7
blk_3222673463853349950,2
blk_-3183355402229300197,1
blk_-5963475042722370536,2
blk_-7527506469734664572,8
blk_9072486569292195232,6
blk_-4455205822455130625,2
blk_3777399812922072863,6
blk_-4633546693082073737,1
blk_6799391641508508235,6
blk_1002945451269828722,1
blk_566413670355737377,6
blk_2819581679409796253,1
blk_1512923509505250283,2
blk_285336326661214154,8
blk_5955377624764578810,2
blk_-7458279618877678162,8
blk_5018765878120211503,1
blk_313888672758374538,7
blk_3764801892187716497,2
blk_-3491385689517593364,6
blk_-2243784245784480521,6
blk_-4052810234606327693,2
blk_-6695620358347030339,1
blk_-5102453487463005287,1
blk_7924393760966842810,7
blk_5915244038969911075,6
blk_3243316191092266549,2
blk_8229768485681546149,1
blk_3206064173813164493,2
blk_-1957299792594627113,1
blk_-1690784932539647416,7
blk_6745520736924802462,1
blk_-1525964299678787959,5
blk_7045475543362904558,5
blk_-6802124772693111025,5
blk_-5205950257901523262,4
blk_-1649239999940418046,1
blk_6880728743505526406,6
blk_5256716488526744434,7
blk_6928449948805597176,2
blk_2529569087635823495,1
blk_3764836840384130740,8
blk_3020717811556957482,7
blk_-577659324269246113,6
blk_6137960563260046065,1
blk_-6909400912794057067,2
blk_8249475180346179102,2
blk_-5045144756510626150,6
blk_752365829198406123,6
blk_5663417083925711869,1
blk_-2014243777892518956,1
blk_-8123824094195108685,7
blk_2080318574920472813,7
blk_-290874442865281380,6
blk_5953577136151423920,2
blk_-2780312306380730204,1
blk_-633826175832239328,1
blk_-6540455811923725840,2
blk_6308888821787547357,2
blk_4638603954320058978,1
blk_-4651707530079874243,2
blk_5115892145206906855,1
blk_-2421414377433740760,1
blk_-420564586555502239,6
blk_-3091906986951252347,8
blk_-4068751061953213467,1
blk_-3025440686907267472,1
blk_-420818767915591010,2
blk_8422946850755720617,1
blk_-5646228903161999640,7
blk_-7024895786822269814,1
blk_-4430291708660291878,1
blk_-6250368566161066085,7
blk_-6213380972217661202,7
blk_3813891701916249413,6
blk_903961454948542202,1
blk_3954386352306480748,2
blk_4812792845864526586,2
blk_5570475465835003801,2
blk_-9190864897806028230,6
blk_-4342304152206614489,2
blk_-190773840747023361,1
blk_-5580048401594934039,2
blk_6640583412927022083,2
blk_-1332315107905285608,2
blk_3550669278239526374,6
blk_4873550540813847659,1
blk_-1133573997287815203,7
blk_2740792916077430444,2
blk_2851869865185325732,1
blk_-1842096107468319932,1
blk_-8965508153794244104,6
blk_1074754942323612586,7
blk_-7727864185516010230,7
blk_-4779205255695723216,1
blk_2261089810991980611,1
blk_5335498635665743905,7
blk_-5144503768267321004,7
blk_1927336911952959118,1
blk_-2332150303475653460,2
blk_2111886617384066018,1
blk_-2506231977021079951,7
blk_4330492872922862223,2
blk_6918427074195439966,1
blk_4284688617983009262,7
blk_5813361416484537967,2
blk_-2313277713021896570,7
blk_-7778922135767840250,1
blk_-7350482598011027441,7
blk_-3607860197409267245,6
blk_4178945095089206682,1
blk_-3363550789841756902,1
blk_345577139488306634,7
blk_4577632468651859430,2
blk_-2051219911597308805,8
blk_-2680500627064966252,1
blk_-9092685890953655332,7
blk_-4473020641607592551,7
blk_-524128780228307052,2
blk_4443043493758564822,6
blk_5118390778403008591,6
blk_2737505352081488746,7
blk_-9013487557842539661,6
blk_-8638442557570632582,1
blk_111759050707136656,2
blk_2259206517962925438,3
blk_-3854777877236596649,5
blk_-4265150363959543078,5
blk_3729730843466061623,3
blk_3876184938151091897,3
blk_-1227720343537039835,5
blk_-6921441628286995043,5
blk_3539852484771802299,5
blk_2341651676737321162,5
blk_-765820154946060546,5
blk_-2492400942012223395,3
blk_-8351015090014570293,3
blk_-328970571549408286,5
blk_-8130925109202184099,5
blk_-3242342105286997235,3
blk_2468407162668753567,3
blk_7841365850685201915,3
blk_-6160667975382232149,-1
blk_2426255659473300323,5
blk_5203504995927133832,3
blk_815809455641029563,5
blk_6413710007211667486,3
blk_-2907776069874917892,3
blk_-5802915611610989626,3
blk_-7668075074035173978,5
blk_-1573544581830458089,5
blk_-1180596628202464893,4
blk_1407935810673971357,7
blk_-8167717961644709843,4
blk_-7464161062429228045,4
blk_-5934436507161953485,4
blk_-3922743468150895472,6
blk_-7832937837605180330,4
blk_-8547071368131084410,4
blk_-5429042599096020592,4
blk_-6350492516478706425,4
blk_-6053005391233809507,4
blk_-1522998827901549925,6
blk_-4311652947826112510,4
blk_-1754204887541031211,4
blk_-4165176068096983220,4
blk_4863571548336254624,4
blk_-4844505495441326897,4
blk_-7513928662244669476,4
blk_-5014786445735476734,4
blk_-1046472716157313227,4
blk_-1281276222788579863,4
blk_449049393237281194,4
blk_352185875883785141,4
blk_-2890295200276774269,4
blk_1379455396847512711,4
blk_2180875151184358991,4
blk_-8879979113392880065,7
blk_1553688227908800900,4
blk_6138894560185644209,4
blk_-1368324087589035770,4
blk_3274968259628929519,4
blk_5736622945587812309,4
blk_9142114171015520823,4
blk_8556592730481313831,4
blk_6147898566868510104,4
blk_-4334868513923498900,7
blk_9081834782322008396,4
blk_8962411947457130719,4
blk_2312679955495839894,2
blk_7434237665308221519,2
blk_2380775154966815858,7
blk_3777389444004341563,6
blk_-4578850505370039622,1
blk_4893049344332234616,2
blk_9131004320470011870,7
blk_1253515519191706153,8
blk_-9056748866943837167,2
blk_-8298519990603402919,2
blk_-337972286882621518,6
blk_-4411589101766563890,6
blk_-8838632285969241889,7
blk_-8225435781013159573,1
blk_-7985144765168396303,2
blk_-6841570414687342011,8
blk_3924177422736829493,6
blk_9074726164158535746,7
blk_-5773244829531118765,2
blk_-8923923031063738809,2
blk_-8703611999267892995,7
blk_-5352085087037370841,2
blk_1411218759880637753,6
blk_-2268450354164990110,1
blk_-3622135859810774312,2
blk_-2667669005094349452,7
blk_-2935178173527646581,6
blk_5781791720343455145,2
blk_49420377461855719,6
blk_-805262942087665153,1
blk_8323519561483823145,2
blk_2208589726473895860,7
blk_-6618090096819679591,7
blk_-3253005280055520211,2
blk_-6832799704680039005,6
blk_4777657900314457675,2
blk_-6464892000340112134,6
blk_-8435779070374485499,1
blk_8993862241777591326,6
blk_8452214765874767801,7
blk_-2281067667503210140,2
blk_-4424971182856566289,1
blk_2040222317555585426,1
blk_-663653551898848389,7
blk_-5836693155656083066,7
blk_-7228803354694123939,7
blk_2953550760670423417,1
blk_5348548743130215090,6
blk_7413830214932763926,6
blk_6329639726609402522,6
blk_6601059760261449131,8
blk_-5439682406172672049,7
blk_-7492294065771709299,7
blk_1526403491950199810,2
blk_8902425017314766082,6
blk_6400082566804273401,8
blk_4989329877491629543,6
blk_-6608350831463251448,7
blk_-5580322334454533924,1
blk_7500282100357271699,1
blk_8087142318511408355,7
blk_-997605125898553536,6
blk_-4510259260131940043,2
blk_2270593866672608129,6
blk_6685663454079607598,6
blk_-4347054230277727863,2
blk_-1067234447809438340,1
blk_-1096621677333075077,1
blk_-8657800226489501791,2
blk_2151150262081352617,1
blk_3280859030919654043,3
blk_-6811828069408410657,1
blk_4967370797322420259,6
blk_-719178972315562824,2
blk_9093176996492793041,2
blk_-7200400342436668240,1
blk_7213990003235926706,6
blk_-2125743956855238111,2
blk_-4875138366845786590,2
blk_2508619583759354778,1
blk_6095704128062577668,2
blk_6123232805286187512,1
blk_6413965758113058023,7
blk_7275457888263057111,2
blk_6818232325322327288,1
blk_-5954527587435406374,6
blk_-4358842839092719327,6
blk_1489031087420498797,6
blk_-615578808743808725,1
blk_4588471931728384541,6
blk_7720864196601815614,8
blk_-9098645110390099509,1
blk_1129715194117079802,2
blk_6690143611140381289,8
blk_7463248820468902190,6
blk_3961831045048378097,6
blk_-6220821375880228145,1
blk_-4405302133414008227,2
blk_8854625173826438305,1
blk_8699194381234371727,6
blk_-8389657728641837382,1
blk_-5145508449157510071,7
blk_6675543598756975559,2
blk_-8364400144313355814,1
blk_6108023147232847992,7
blk_-1932467763723526131,2
blk_-8834022217832819265,7
blk_5872617224009342667,8
blk_4877808040461609832,1
blk_3049351456771045311,6
blk_1247599917761164561,6
blk_2616961363639592748,6
blk_-826920518336899809,8
blk_-3436382429367583573,6
blk_2824047463816148563,7
blk_-9211699406261033878,6
blk_-5961895238114806886,2
blk_-2654726224018724510,2
blk_-3955287039966096707,2
blk_-1379379987510648393,2
blk_1858805942071850133,8
blk_5183831565578080242,8
blk_3248835454898465560,7
blk_3776895047834644694,8
blk_8521306385156958668,2
blk_1606295458729964667,7
blk_-7282356322111075290,2
blk_-5330522460969948971,2
blk_1077394056781488,1
blk_6054235487623373096,8
blk_-7256345477493725857,1
blk_3480684347183600958,6
blk_9034993982993401678,8
blk_-1821104627978106102,2
blk_8116683912654412228,7
blk_-8329840785892216949,1
blk_8254500345987409515,1
blk_-4657886075935807358,7
blk_8201813022998766557,7
blk_-4438918035940270891,3
blk_5616920288053661280,5
blk_1815340037591016775,3
blk_2154193600525549460,3
blk_5580254744888391593,5
blk_-1641081065757890722,3
blk_5505696082121135363,5
blk_5689009809369418749,5
blk_8155177385081669900,5
blk_247452006316846355,5
blk_2657997043417110888,-1
blk_-323838382557775734,5
blk_-719470845056640928,3
blk_-7999375661905777727,3
blk_-2451769929123196359,3
blk_3231389654886008065,5
blk_3637945019239882309,5
blk_-7423574498760490375,4
blk_-1067866602168873257,-1
blk_-9169228974826183399,4
blk_-6759123807563555545,-1
blk_5406084276349645828,6
blk_2016964533702776852,1
blk_-1306900105984505600,4
blk_-1312981516354612257,4
blk_-2658615574293326723,-1
blk_2107487634698646045,4
blk_-253282915050290778,4
blk_1587615395786683981,4
blk_3706543205492061794,4
blk_3862032846413436284,4
blk_4632283243694149854,4
blk_1018961650823645078,4
blk_1213582438865696738,-1
blk_2473550781612396886,4
blk_8102707766842966459,4
blk_-352190670750948803,1
blk_6491888411266994867,4
blk_3336810835691486095,4
blk_4367982328407767477,4
blk_6943254721518837570,4
blk_6077744985764117617,4
blk_6975937964598933356,1
blk_5771906433100975293,4
blk_-3884471885525630813,7
blk_8596624696139957935,8
blk_-8483420270408348004,2
blk_4506604798892399878,4
blk_1832308388558480,8
blk_2247786307216183697,6
blk_-4289592006812254261,1
blk_5989505185938770383,7
blk_3134656542322449478,2
blk_-8050165297538775793,-1
blk_-3184700311670257792,2
blk_5114572025256210948,1
blk_-8744988583359134013,8
blk_4225726256421431188,8
blk_1060814796407897179,6
blk_-1496429201748767714,2
blk_-4684475480143348818,1
blk_608957629753483727,8
blk_-7937864120968665564,1
blk_-4427507243535536615,2
blk_7830067201550857864,6
blk_-2194976790278647102,6
blk_8459274965060101250,1
blk_1561008813520212225,6
blk_5963655886023015963,2
blk_2377944115560974127,-1
blk_6030936529326346827,1
blk_3322875843051058970,7
blk_-7269672042149855641,1
blk_-5214060566378896158,2
blk_-4801855948459616884,8
blk_-4846710336436578833,6
blk_-1522107359378428427,6
blk_-1846853350696018836,6
blk_-500534246236005335,8
blk_-1236077201457689973,6
blk_8474920544984206742,6
blk_-6464763289185102366,2
blk_-7646004878694144580,7
blk_-41928108292416895,1
blk_-7389979618829759505,7
blk_2096030750186708493,1
blk_-2345355483730155757,2
blk_5834218936335592624,6
blk_-5504500392858491441,1
blk_4385764838827095986,2
blk_-3710747952520609225,1
blk_707166530951154301,2
blk_2241654010576170013,1
blk_-8475679647841427708,-1
blk_-7794786562417612249,2
blk_-2068111211565768713,1
blk_-7238035741206373733,7
blk_5708405953850477535,8
blk_2253084440592362960,6
blk_-8127580564011467092,2
blk_-8568673600040025636,1
blk_621685330749869453,2
blk_8663640697928077697,2
blk_1508705816376906895,1
blk_-6441360440068187612,6
blk_2128110944185709079,1
blk_871974742726663441,1
blk_8049943837789435742,1
blk_-8246207776580662770,1
blk_3406384548372443486,2
blk_2460145905812664251,2
blk_-7207514537719465756,6
blk_5216491057643255876,7
blk_4641147544753118391,2
blk_-85872290979354091,1
blk_-8310554294841246175,6
blk_-7293871043749246063,7
blk_3107521534415119817,6
blk_7194943883245628915,6
blk_-3816036740130815667,6
blk_-5450224419450631495,6
blk_5881782374981838094,7
blk_7078766226078740026,1
blk_-7380871572601322244,6
blk_3846795603907041885,7
blk_7922331746517419368,6
blk_155320394753274773,6
blk_-5722491454804415982,1
blk_-3482997549732691785,6
blk_6417614801998326532,7
blk_-1090213273274684471,6
blk_-3738901473077208093,7
blk_-4312777901444596370,8
blk_6178964531181542074,8
blk_8550326614414622861,1
blk_-6525012344542022819,1
blk_8861349372992394289,8
blk_-1049340855430710153,1
blk_703049809255765647,1
blk_-7460532841070848624,7
blk_-7623732795385061487,7
blk_-7367386750462511488,8
blk_-1237539644269634790,2
blk_7713504868233504097,7
blk_8005746184358076390,2
blk_955083461510572332,6
blk_283922378823540530,1
blk_4471044334742081825,5
blk_-3671953658029337449,5
blk_-75893538967225087,3
blk_805187982300776163,5
blk_4631777956354958682,3
blk_-7595375726951801956,5
blk_-4681205519208992498,3
blk_5702487846232575705,5
blk_4834069779372284635,-1
blk_3735517274901501821,3
blk_5018797996887008111,5
blk_-566178736644429906,3
blk_-8121498678081035000,5
blk_7996616083434301906,7
blk_6888300867578983331,4
blk_7625391056418655045,1
blk_-8443921001690182522,4
blk_706826531153199550,7
blk_-7446091384471755694,4
blk_-4352313989800650828,4
blk_-6292499669518281202,4
blk_-4582442491366282435,1
blk_-6750694665033046901,-1
blk_-6131345369657245178,4
blk_-3575718350717794894,4
blk_-4380385204018751771,4
blk_-3594701313167635091,4
blk_-1693418636466747515,4
blk_5806397523737304814,4
blk_-1345585044778938153,4
blk_2489882700357182381,4
blk_-1800458850981311953,4
blk_6373260430960091026,4
blk_-1278725622357466169,4
blk_4513772639980123655,4
blk_1838564958520120941,4
blk_7985460426680885040,4
blk_2215517976324634098,4
blk_5453150794205420798,4
blk_-7522572236891389139,2
blk_6163400028286940197,4
blk_7583807825342916938,-1
blk_-5957060034695163774,7
blk_-2250942073136893488,7
blk_-3693786175267111588,6
blk_8384967715738359346,4
blk_-1948505589144820414,2
blk_-6224982681533811277,2
blk_-2843780069100181052,2
blk_8083872765147994327,7
blk_-6502143621885580798,6
blk_-8323785930877970805,7
blk_-7587189852169913514,1
blk_7439201509602018752,2
blk_3224184805694764748,6
blk_-7571492020523929240,-1
blk_1119272693889755844,2
blk_1600228140214754078,6
blk_1473949624670719319,7
blk_-7227576651324043655,7
blk_-7606467001548719462,4
blk_2771018387166611008,6
blk_-2852294661215451806,2
blk_7891129742741763034,7
blk_8512974147315737844,2
blk_427477290315080955,6
blk_-7630699912570186723,6
blk_1512136249403454074,7
blk_8655748951361667770,6
blk_8487226415276391460,1
blk_-8162657657061473938,7
blk_-4970213618915792510,2
blk_9034824096129858680,7
blk_-4775386099844009890,6
blk_-1533191386601391937,8
blk_2096199637324483321,1
blk_3433046099598424314,1
blk_4170936278386288557,2
blk_-3023983271692989109,6
blk_469126362137371425,7
blk_3922791077126964673,1
blk_5813923864071791162,6
blk_7412933088374169877,1
blk_-3888538223380979891,2
blk_-5970165518655489569,6
blk_-7319442762668598889,1
blk_5844313985011885282,8
blk_4531288786306744275,8
blk_-3845286823494684378,6
blk_6170586659371027531,2
blk_-808401720390253471,1
blk_1447281351164457761,2
blk_-7911408976820434495,7
blk_-5455316994110506037,2
blk_-917268749136585019,1
blk_1122812501843755360,7
blk_5983149244832683042,7
blk_-5263787695149681326,1
blk_5781019224640206392,7
blk_4786794545180705888,1
blk_1303107722036031233,2
blk_4539833452749813987,6
blk_703387617548630438,1
blk_5689516499354445029,1
blk_-4595094649363595358,2
blk_-1733026139299872187,7
blk_-1910608563003942187,1
blk_-1101091099241306483,8
blk_7901008236334420364,1
blk_2119401975697524206,2
blk_6204056282927975796,1
blk_215466486430758887,1
blk_-3055230140330616860,-1
blk_4473390551542202999,2
blk_-5581540863377925517,8
blk_7864850143895703065,6
blk_423916008836295480,2
blk_2166777223671724319,7
blk_4031738712701565209,6
blk_1910319264393500537,8
blk_-8789402864074203800,6
blk_5733038550092620376,2
blk_8215843708467112607,8
blk_-954856062493437881,6
blk_241585185788373386,6
blk_3808164640986377400,7
blk_-6719337521981113643,-1
blk_-23492739449820023,2
blk_-8969188698416564850,1
blk_-5144548163293169177,1
blk_-2895171018912807248,2
blk_-5892603381347650390,7
blk_7908524857056299716,8
blk_3492869167398569662,-1
blk_-3894803026385053344,5
blk_-7873581794069372986,5
blk_2060553104861908174,5
blk_-6783506473540833076,5
blk_-8863130543753323383,3
blk_-8769398708439834546,5
blk_-3316519570098743145,5
blk_-6068451475575444798,5
blk_-7709713535298137702,5
blk_-1030832046197982436,5
blk_4738781172941319823,5
blk_2869833078504290822,3
blk_-6261136177206340449,3
blk_-1755309160709170318,3
blk_-8312238797251504127,5
blk_2713941272199175167,5
blk_-7846283874350947646,3
blk_-793506372912437289,5
blk_-5293091556505218722,3
blk_4516306414837452219,5
blk_-8792837405349224102,4
blk_-8131422413299851907,4
blk_-2268477281422551537,1
blk_-6177194341369822651,4
blk_1369784431092292099,4
blk_-8060252929692927663,4
blk_-5344266425789048231,-1
blk_-2518425063392446785,4
blk_-5598693099021996971,4
blk_901963876338651405,4
blk_-2722768686407017386,-1
blk_92946806844541836,4
blk_1824928871191121429,4
blk_-4301178988618507084,4
blk_-2098161025946048013,4
blk_-1451819169209310732,4
blk_2403370969415186087,4
blk_5701964561533648583,4
blk_4007982883396598426,4
blk_-3724350946705225881,2
blk_6051144263842600010,4
blk_8436095180790908547,4
blk_5100975846124291571,4
blk_-4941547144875557718,4
blk_6791628131402590260,1
blk_-6308508598639278892,2
blk_6585429064641693815,7
blk_6000837850922531821,6
blk_7330803663603700184,6
blk_-5613694521084380933,8
blk_-4967783186426171722,7
blk_-1970947032352756307,2
blk_5894088883762961800,8
blk_-4861262918414696307,-1
blk_2583600095045026513,7
blk_7872746846750105239,6
blk_-3510473878877779134,2
blk_5202581916713319258,-1
blk_-2808875502459981198,4
blk_34905976850091068,1
blk_4774383661473695119,6
blk_465845235850106928,7
blk_8882415653769775762,1
blk_4207359722112667226,1
blk_-3152434225121092058,8
blk_4820650745157199554,7
blk_-6390296685077811803,2
blk_9173199815015538212,4
blk_-8948316319329891645,8
blk_-6314365697827006048,2
blk_-3522956055443924791,8
blk_5454423648092670683,1
blk_4565822428702518889,1
blk_-409558225151784282,2
blk_-3967261531426400230,1
blk_-4655280636272058732,7
blk_-5799866343936729403,1
blk_4214952053910973364,8
blk_-6135061626100136978,7
blk_-5057534532247887258,7
blk_9103049989653819836,6
blk_-4365612131648152536,7
blk_3598226258881465924,7
blk_3378157549705391333,1
blk_-8347949825960763812,-1
blk_-2934265883100282310,6
blk_1259893634804870815,1
blk_412956398445037066,1
blk_-9167880724995702718,6
blk_-7764040409370932316,7
blk_931297048899943584,7
blk_2833019093942278701,1
blk_-5785220384376578831,6
blk_3386670145292909259,6
blk_1859772752119590543,7
blk_2630223487595425525,8
blk_-5385105076403314787,6
blk_-5343533992609553091,8
blk_-4390972361898978900,8
blk_1190791818440776717,6
blk_-7202857144668308473,6
blk_5565611615515783341,7
blk_-3283153974358895314,6
blk_-1484647023667047838,1
blk_7474737521119026445,2
blk_-8571819028995448536,7
blk_-8428590803682810851,2
blk_8716294289715825928,8
blk_8527475857502481768,2
blk_406835586147450451,1
blk_7294821275446427348,6
blk_1793140687921032046,2
blk_4361294871479973840,2
blk_-6945615463687647586,2
blk_1216611589160220108,1
blk_-3265479347842446682,7
blk_8527562124953828227,2
blk_2749066163012162435,2
blk_-1305222006484630743,2
blk_-3702595599317472079,6
blk_6446927133528675675,6
blk_2015610615789582788,2
blk_-2959268996938658555,2
blk_-1082541280306680938,-1
blk_-191333338640084691,1
blk_3972778210951456006,7
blk_1408672604432845193,1
blk_7679838117000095334,6
blk_2593937801738981947,2
blk_5489815612272797790,2
blk_6451403582950672007,2
blk_-7048088870427586736,7
blk_7589872946955471867,6
blk_-178934379749864379,-1
blk_2026200052147887341,1
blk_8303284829424905326,7
blk_5646792755154529338,2
blk_712730845180531820,1
blk_8418106412701718933,1
blk_-6325232815283133921,2
blk_-800664075087524591,1
blk_6516880861186877710,6
blk_-3228470001178394592,1
blk_-8426741581316629266,8
blk_-762982068597249045,2
blk_-5224756755359850354,7
blk_-1440254020029439248,6
blk_1441315972355360459,2
blk_-9001895211102825241,1
blk_-2025617675484194470,1
blk_-1592043549272047369,6
blk_2583125615128303019,7
blk_4198733391373026104,7
blk_-5815145248455404269,6
blk_-295306975763175640,7
blk_5225719677049010638,1
blk_4343207286455274569,7
